hex	field	classification	score_pct	opening_score_pct	verdict	label	de_preview	mt_en_preview	baynes_en_preview	notes
28	intro	pair	42%	0%	moderate_align	Alineación moderada	28. Da Go / DES GROSSEN ÜBERGEWICHT oben Dui, das Heitere, der See unten Sun, das Sanfte, der Wind, das Holz Das Zeichen besteht aus vier st…	28. Da Go / OF GREAT OVERWEIGHT above Dui, the cheerful, the lake below Sun, the gentle, the wind, the wood The symbol consists of four stro…	This hexagram consists of four strong lines inside and two weak lines outside. When the strong are outside and the weak inside, all is well …	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico moderado MT↔Baynes (42%).
29	intro	pair	40%	4%	moderate_align	Alineación moderada	29. Kan / DAS ABGRÜNDIGE, DAS WASSER oben Kan, das Abgründige, das Wasser unten Kan, das Abgründige, das Wasser Das Zeichen besteht aus der …	29. Kan / THE ABYSS, THE WATER above Kan, the abyssal, the water below Kan, the abyssal, the water The sign consists of the repetition of th…	This hexagram consists of a doubling of the trigram K'an. It is one of the eight hexagrams in which doubling occurs. The trigram K'an means …	Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico moderado MT↔Baynes (40%).
30	intro	pair	47%	3%	strong_align	Alineación fuerte	30. Li / DAS HAFTENDE, DAS FEUER oben Li, das Haftende, das Feuer unten Li, das Haftende, das Feuer Auch dieses Zeichen ist ein Doppelzeiche…	30. Li / THE ADHESIVE, THE FIRE above Li, the clinging, the fire below Li, the clinging, the fire This character is also a double character.…	This hexagram is another double sign. The trigram Li means, ""to cling to something,"" ""to be conditioned,"" ""to depend or rest on something,"" …	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico alto MT↔Baynes (47%).
31	intro	pair	48%	2%	strong_align	Alineación fuerte	31. Hiën / DIE EINWIRKUNG (DIE WERBUNG) oben Dui, das Heitere, der See unten Gen, das Stillehalten, der Berg Der Name des Zeichens bedeutet …	31. Hiën / THE IMPACT (THE ADVERTISING) above Dui, the cheerful, the lake below Gen, keeping still, the mountain The name of the sign means …	The name of the hexagram means ""universal,"" ""general,"" and in a figurative sense ""to influence,"" ""to stimulate."" The upper trigram is Tui, t…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico alto MT↔Baynes (48%).
32	intro	pair	47%	3%	strong_align	Alineación fuerte	32. Hong / DIE DAUER oben Dschen, das Erregende, der Donner unten Sun, das Sanfte, der Wind Das starke Zeichen Dschen ist oben, das schwache…	32. Hong / THE DURATION Above, Dschen, the exciting thing, the thunder below Sun, the gentle, the wind The strong sign Dschen is above, the …	The strong trigram Chên is above, the weak trigram Sun below. This hexagram is the inverse of the preceding one. In the latter we have influ…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico alto MT↔Baynes (47%).
33	intro	pair	28%	6%	moderate_align	Alineación moderada	33. Dun / DER RÜCKZUG oben Kiën, das Schöpferische, der Himmel unten Gen, das Stillehalten, der Berg Die Kraft des Schattigen ist im Aufstei…	33. Dun / THE RETREAT above Kiën, the creative, the sky below Gen, keeping still, the mountain The power of the shadowy is on the rise. The …	The power of the dark is ascending. The light retreats to security, so that the dark cannot encroach upon it. This retreat is a matter not o…	Primera línea poco alineada (Jaccard 6%). | Solapamiento léxico moderado MT↔Baynes (28%).
34	intro	pair	51%	8%	strong_align	Alineación fuerte	34. Da Dschuang / DES GROSSEN MACHT oben Dschen, das Erregende, der Donner unten Kiën, das Schöpferische, der Himmel Die großen, d.h. lichte…	34. Da Chuang / THE GREAT POWER Above, Dschen, the exciting thing, the thunder below Kiën, the creative, the sky The large, i.e. light, stro…	The great lines, that is, the light, strong lines, are powerful. Four light lines have entered the hexagram from below and are about to asce…	Primera línea poco alineada (Jaccard 8%). | Solapamiento léxico alto MT↔Baynes (51%).
35	intro	pair	55%	5%	strong_align	Alineación fuerte	35. Dsin / DER FORTSCHRITT oben Li, das Haftende, das Feuer unten Kun, das Empfangende, die Erde Das Zeichen stellt die Sonne dar, die über …	35. Dsin / PROGRESS above Li, the clinging, the fire below Kun, the receiving, the earth The sign represents the sun rising above the earth;…	The hexagram represents the sun rising over the earth. It is therefore the symbol of rapid, easy progress, which at the same time means ever…	Primera línea poco alineada (Jaccard 5%). | Solapamiento léxico alto MT↔Baynes (55%).
36	intro	pair	32%	2%	moderate_align	Alineación moderada	36. Ming I / DIE VERFINSTERUNG DES LICHTS oben Kun, das Empfangende, die Erde unten Li, das Haftende, das Feuer Die Sonne ist hier unter die…	36. Ming I / THE DARKNESS OF THE LIGHT above Kun, the receiving, the earth below Li, the clinging, the fire The sun has sunk below the earth…	Here the sun has sunk under the earth and is therefore darkened. The name of the hexagram means literally ""wounding of the bright""; hence th…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico moderado MT↔Baynes (32%).
37	intro	pair	45%	1%	strong_align	Alineación fuerte	37. Gia Jen / DIE SIPPE oben Sun, das Sanfte, der Wind unten Li, das Haftende, das Feuer Das Zeichen stellt die Gesetze dar, die innerhalb d…	37. Gia Jen / THE KINB above Sun, the gentle, the wind below Li, the clinging, the fire The symbol represents the laws that apply within the…	This hexagram represents the laws obtaining within the family. The strong line at the top represents the father, the lowest the son. The str…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico alto MT↔Baynes (45%).
38	intro	pair	44%	2%	moderate_align	Alineación moderada	38. Kui / DER GEGENSATZ oben Li, das Haftende, die Flamme unten Dui, das Heitere, der See Das Zeichen besteht aus dem oberen Urzeichen Li, d…	38. Kui / THE OPPOSITE above Li, the clinging, the flame below Dui, the cheerful, the lake The sign consists of the upper primal sign Li, th…	This hexagram is composed of the trigram Li above, i.e., flame, which burns upward, and Tui below, i.e., the lake, which seeps downward. The…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico moderado MT↔Baynes (44%).
39	intro	pair	36%	2%	moderate_align	Alineación moderada	39. Giën / DAS HEMMNIS oben Kan, das Abgründige, das Wasser unten Gen, das Stillehalten, der Berg Das Zeichen stellt einen gefährlichen Abgr…	39. Giën / THE OBSTACLE above Kan, the abyssal, the water below Gen, keeping still, the mountain The sign represents a dangerous abyss that …	The hexagram pictures a dangerous abyss lying before us and a steep, inaccessible mountain rising behind us. We are surrounded by obstacles;…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico moderado MT↔Baynes (36%).
40	intro	pair	41%	3%	moderate_align	Alineación moderada	40. Hië / DIE BEFREIUNG oben Dschen, das Erregende, der Donner unten Kan, das Abgründige, das Wasser Die Bewegung geht hier aus der Gefahr h…	40. Hië / THE LIBERATION Above, Dschen, the exciting thing, the thunder below Kan, the abyssal, the water The movement here moves away from …	Here the movement goes out of the sphere of danger. The obstacle has been removed, the difficulties are being resolved. Deliverance is not y…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico moderado MT↔Baynes (41%).
41	intro	pair	40%	2%	moderate_align	Alineación moderada	41. Sun / DIE MINDERUNG oben Gen, das Stillehalten, der Berg unten Dui, das Heitere, der See Das Zeichen stellt eine Minderung des unteren Z…	41. Sun / THE REDUCTION above Gen, keeping still, the mountain below Dui, the cheerful, the lake The symbol represents a reduction of the lo…	This hexagram represents a decrease of the lower trigram in favor of the upper, because the third line, originally strong, has moved up to t…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico moderado MT↔Baynes (40%).
42	intro	pair	39%	6%	moderate_align	Alineación moderada	42. I / DIE MEHRUNG oben Sun, das Sanfte, der Wind unten Dschen, das Erregende, der Donner Der Gedanke der Mehrung drückt sich dadurch aus, …	42. I / THE INCREASE above Sun, the gentle, the wind below, Dschen, the exciting thing, the thunder The idea of ​​increase is expressed in t…	The idea of increase is expressed in the fact that the strong lowest line of the upper trigram has sunk down and taken its place under the l…	Primera línea poco alineada (Jaccard 6%). | Solapamiento léxico moderado MT↔Baynes (39%).
43	intro	pair	38%	2%	moderate_align	Alineación moderada	43. Guai / DER DURCHBRUCH (DIE ENTSCHLOSSENHEIT) oben Dui, das Heitere, der See unten Kiën, das Schöpferische, der Himmel Das Zeichen bedeut…	43. Guai / THE BREAKTHROUGH (THE DETERMINATION) above Dui, the cheerful, the lake below Kiën, the creative, the sky On the one hand, the sig…	This hexagram signifies on the one hand a break-through after a long accumulation of tension, as a swollen river breaks through its dikes, o…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico moderado MT↔Baynes (38%).
44	intro	pair	41%	3%	moderate_align	Alineación moderada	44. Gou / DAS ENTGEGENKOMMEN oben Kiën, das Schöpferische, der Himmel unten Sun, das Sanfte, der Wind Das Zeichen deutet auf eine Lage, da d…	44. Gou / THE ACCOMPANYING above Kiën, the creative, the sky below Sun, the gentle, the wind The sign points to a situation in which the dar…	This hexagram indicates a situation in which the principle of darkness, after having been eliminated, furtively and unexpectedly obtrudes ag…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico moderado MT↔Baynes (41%).
45	intro	pair	52%	2%	strong_align	Alineación fuerte	45. TSui / DIE SAMMLUNG oben Dui, das Heitere, der See unten Kun, das Empfangende, die Erde Das Zeichen ist dem Zeichen Bi, Zusammenhalten (…	45. TSui / THE COLLECTION above Dui, the cheerful, the lake below Kun, the receiving, the earth The sign is related to the sign Bi, holding …	This hexagram is related in form and meaning to Pi, HOLDING TOGETHER (8). In the latter, water is over the earth; here a lake is over the ea…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico alto MT↔Baynes (51%).
46	intro	pair	49%	4%	strong_align	Alineación fuerte	46. Schong / DAS EMPORDRINGEN oben Kun, das Empfangende, die Erde unten Sun, das Sanfte, der Wind, das Holz Das untere Zeichen, Sun, hat als…	46. Schong / THE RISE above Kun, the receiving, the earth below Sun, the gentle, the wind, the wood The lower sign, Sun, has the image of wo…	The lower trigram, Sun, represents wood, and the upper, K'un, means the earth. Linked with this is the idea that wood in the earth grows upw…	Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico alto MT↔Baynes (49%).
47	intro	pair	42%	2%	moderate_align	Alineación moderada	47. Kun / DIE BEDRÄNGNIS oben Dui, das Heitere, der See unten Kan, das Abgründige, das Wasser Oben ist der See, das Wasser darunter. Der See…	47. Kun / THE TROUBLE above Dui, the cheerful, the lake below Kan, the abyssal, the water Above is the lake, the water below. The lake is em…	The lake is above, water below; the lake is empty, dried up. Exhaustion is expressed in yet another way: at the top, a dark line is holding …	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico moderado MT↔Baynes (42%).
48	intro	pair	39%	2%	moderate_align	Alineación moderada	48. Dsing / DER BRUNNEN oben Kan, das Abgründige, das Wasser unten Sun, das Sanfte, der Wind, das Holz Unten ist das Holz, oben das Wasser. …	48. Dsing / THE FOUNTAIN above Kan, the abyssal, the water below Sun, the gentle, the wind, the wood The wood is at the bottom and the water…	Wood is below, water above. The wood goes down into the earth to bring up water. The image derives from the pole-and-bucket well of ancient …	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico moderado MT↔Baynes (39%).
49	intro	pair	39%	3%	moderate_align	Alineación moderada	49. Go / DIE UMWÄLZUNG (DIE MAUSERUNG) oben Dui, das Heitere, der See. unten Li, das Haftende, das Feuer Das Zeichen bedeutet ursprünglich e…	49. Go / THE TURNING (THE MOULTING) above Dui, the cheerful, the lake. below Li, the clinging, the fire The symbol originally means an anima…	The Chinese character for this hexagram means in its original sense an animal's pelt, which is changed in the course of the year by molting.…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico moderado MT↔Baynes (39%).
50	intro	pair	41%	2%	moderate_align	Alineación moderada	50. Ding / DER TIEGEL oben Li, das Haßende, das Feuer unten Sun, das Sanfte, der Wind, das Holz Das ganze Zeichen ist das Bild des Tiegels, …	50. Thing / THE CRUCIAL above Li, the hating one, the fire below Sun, the gentle, the wind, the wood The whole sign is the image of the cruc…	The six lines construct the image of Ting, THE CALDRON; at the bottom are the legs, over them the belly, then come the ears (handles), and a…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico moderado MT↔Baynes (41%).
51	intro	pair	42%	2%	moderate_align	Alineación moderada	51. Dschen / DAS ERREGENDE oben Dschen, das Erregende, der Donner unten Dschen, das Erregende, der Donner Das Zeichen Dschen ist der älteste…	51. Dschen / THE EXCITING Above, Dschen, the exciting thing, the thunder below, Dschen, the exciting thing, the thunder The sign Jen is the …	The hexagram Chên represents the eldest son, who seizes rule with energy and power. A yang line develops below two yin lines and presses upw…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico moderado MT↔Baynes (42%).
52	intro	pair	43%	6%	moderate_align	Alineación moderada	52. Gen / DAS STILLEHALTEN, DER BERG oben Gen, das Stillehalten, der Berg unten Gen, das Stillehalten, der Berg Das Bild des Zeichens ist de…	52nd Gen / THE KEEPING STILL, THE MOUNTAIN above Gen, keeping still, the mountain below Gen, keeping still, the mountain The image of the si…	The image of this hexagram is the mountain, the youngest son of heaven and earth. The male principle is at the top, because it strives upwar…	Estructura: DE 6 líneas vs Baynes 2 (MT: 6). | Primera línea poco alineada (Jaccard 6%). | Solapamiento léxico moderado MT↔Baynes (43%).
53	intro	pair	35%	4%	moderate_align	Alineación moderada	53. Dsien / DIE ENTWICKLUNG oben Sun, das Sanfte, der Wind, das Holz unten Gen, das Stillehalten, der Berg Das Zeichen besteht aus Sun (Holz…	53. Dsien / THE DEVELOPMENT above Sun, the gentle, the wind, the wood below Gen, keeping still, the mountain The sign consists of Sun (wood,…	This hexagram is made up of Sun (wood, penetration) above, i.e., without, and Kên (mountain, stillness) below, i.e., within. A tree on a mou…	Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico moderado MT↔Baynes (35%).
54	intro	pair	25%	4%	weak_align	Alineación débil	54. Gui me / DAS HEIRATENDE MÄDCHEN oben Dschen, das Erregende, der Donner unten Dui, das Heitere, der See Oben ist Dschen, der älteste Sohn…	54. Gui me / THE MARRYING GIRL Above, Dschen, the exciting thing, the thunder below Dui, the cheerful, the lake Above is Dschen, the eldest …	Above we have Chên, the eldest son, and below, Tui, the youngest daughter. The man leads and the girl follows him in gladness. The picture i…	DE mucho más largo que Baynes (1779 vs 678 chars) — posible mezcla de comentario Wilhelm en campo oráculo. | Estructura: DE 5 líneas vs Baynes 1 (MT: 8). | Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico moderado MT↔Baynes (25%).
55	intro	pair	27%	3%	moderate_align	Alineación moderada	55. Fong / DIE FÜLLE oben Dschen, das Erregende, der Donner unten Li, das Haftende, die Flamme Dschen ist die Bewegung, Li die Flamme, deren…	55. Fong / THE FULLNESS Above, Dschen, the exciting thing, the thunder below Li, the clinging, the flame Dschen is the movement, Li the flam…	Chên is movement; Li is flame, whose attribute is clarity. Clarity within, movement without—this produces greatness and abundance. The hexag…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico moderado MT↔Baynes (27%).
56	intro	pair	41%	9%	moderate_align	Alineación moderada	56. Lü / DER WANDERER oben Li, das Haftende, das Feuer unten Gen, das Stillehalten, der Berg Der Berg (Gen) steht still, oben das Feuer (Li)…	56. Lü / THE WANDERER above Li, the clinging, the fire below Gen, keeping still, the mountain The mountain (Gen) stands still, the fire (Li)…	The mountain, Kên, stands still; above it fire, Li, flames up and does not tarry. Therefore the two trigrams do not stay together. Strange l…	Primera línea poco alineada (Jaccard 9%). | Solapamiento léxico moderado MT↔Baynes (41%).
57	intro	pair	54%	8%	strong_align	Alineación fuerte	57. Sun / DAS SANFTE oben Sun, das Sanfte, der Wind, das Holz unten Sun, das Sanfte, der Wind, das Holz Sun ist eines der acht Doppelzeichen…	57. Sun / THE GENTLE above Sun, the gentle, the wind, the wood below Sun, the gentle, the wind, the wood Sun is one of the eight double sign…	Sun is one of the eight doubled trigrams. It is the eldest daughter and symbolizes wind or wood; it has for its attribute gentleness, which …	Primera línea poco alineada (Jaccard 8%). | Solapamiento léxico alto MT↔Baynes (54%).
58	intro	pair	38%	4%	moderate_align	Alineación moderada	58. Dui / DAS HEITERE, DER SEE oben Dui, das Heitere, der See unten Dui, das Heitere, der See Dui ist wie Sun eines der acht Doppelzeichen. …	58. Dui / THE SERIOUS, THE LAKE above Dui, the cheerful, the lake below Dui, the cheerful, the lake Like Sun, Dui is one of the eight double…	This hexagram, like Sun, is one of the eight formed by doubling of a trigram. The trigram Tui denotes the youngest daughter; it is symbolize…	Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico moderado MT↔Baynes (38%).
59	intro	pair	29%	3%	moderate_align	Alineación moderada	59. Huan / DIE AUFLÖSUNG oben Sun, das Sanfte, der Wind unten Kan, das Abgründige, das Wasser Der Wind, der oben über das Wasser fährt, zers…	59. Huan / THE DISSOLUTION above Sun, the gentle, the wind below Kan, the abyssal, the water The wind that passes over the water above scatt…	Wind blowing over water disperses it, dissolving it into foam and mist. This suggests that when a man's vital energy is dammed up within him…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico moderado MT↔Baynes (29%).
60	intro	pair	31%	4%	moderate_align	Alineación moderada	60. Dsië / DIE BESCHRÄNKUNG oben Kan, das Abgründige, das Wasser unten Dui, das Heitere, der See Der See hat einen beschränkten Raum. Wenn m…	60. Dsië / THE RESTRICTION above Kan, the abyssal, the water below Dui, the cheerful, the lake The lake has a limited space. If more water g…	A lake occupies a limited space. When more water comes into it, it overflows. Therefore limits must be set for the water. The image shows wa…	Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico moderado MT↔Baynes (31%).
61	intro	pair	38%	4%	moderate_align	Alineación moderada	61. Dschung Fu / INNERE WAHRHEIT oben Sun, das Sanfte, der Wind unten Dui, das Heitere, der See Über dem See weht der Wind und bewegt die Ob…	61. Dschung Fu / INNER TRUTH above Sun, the gentle, the wind below Dui, the cheerful, the lake The wind blows over the lake and moves the su…	The wind blows over the lake and stirs the surface of the water. Thus visible effects of the invisible manifest themselves. The hexagram con…	Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico moderado MT↔Baynes (38%).
62	intro	pair	24%	0%	weak_align	Alineación débil	62. Siau Go / DES KLEINEN ÜBERGEWICHT oben Dschen, das Erregende, der Donner unten Gen, das Stillehalten, der Berg Während bei dem Zeichen »…	62. Siau Go / OF SMALL OVERWEIGHT Above, Dschen, the exciting thing, the thunder below Gen, keeping still, the mountain While in the sign ""T…	While in the hexagram Ta Kuo, PREPONDERANCE OF THE GREAT (28), the strong lines preponderate and are within, inclosed between weak lines at …	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico moderado MT↔Baynes (24%).
63	intro	pair	39%	0%	moderate_align	Alineación moderada	63. Gi Dsi / NACH DER VOLLENDUNG oben Kan, das Abgründige, das Wasser unten Li, das Haftende, das Feuer Das Zeichen ist die Ausgestaltung de…	63. Gi Dsi / AFTER COMPLETION above Kan, the abyssal, the water below Li, the clinging, the fire The sign is the embodiment of the sign Tai,…	This hexagram is the evolution of T'ai, PEACE (11). The transition from confusion to order is completed, and everything is in its proper pla…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico moderado MT↔Baynes (39%).
64	intro	pair	45%	0%	moderate_align	Alineación moderada	64. We Dsi / VOR DER VOLLENDUNG oben Li, das Haftende, die Flamme unten Kan, das Abgründige, das Wasser Es ist in dem Zeichen die Zeit anged…	64. We Dsi / BEFORE COMPLETION above Li, the clinging, the flame below Kan, the abyssal, the water The sign indicates the time when the tran…	This hexagram indicates a time when the transition from disorder to order is not yet completed. The change is indeed prepared for, since all…	Ruido OCR en texto DE (footer / paginación). | Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico alto MT↔Baynes (45%).
1	judgment_oraculo	pair	60%	100%	strong_align	Alineación fuerte	Das Schöpferische wirkt erhabenes Gelingen, fördernd durch Beharrlichkeit.	The creative works sublime success, encouraging through persistence.	THE CREATIVE works sublime success, Furthering through perseverance.	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (60%).
2	judgment_oraculo	pair	42%	38%	moderate_align	Alineación moderada	Das Empfangende wirkt erhabenes Gelingen, fördernd durch die Beharrlichkeit einer Stute. Hat der Edle etwas zu unternehmen und will voraus, …	The receiving works sublime success, encouraging through the persistence of a mare. If the noble man has something to do and wants to get ah…	THE RECEPTIVE brings about sublime success, Furthering through the perseverance of a mare. If the superior man undertakes something and trie…	Primera línea alineada (Jaccard 38%). | Solapamiento léxico moderado MT↔Baynes (42%).
3	judgment_oraculo	pair	14%	30%	weak_align	Alineación débil	Die Anfangsschwierigkeit wirkt erhabenes Gelingen. Fördernd durch Beharrlichkeit. Man soll nichts unternehmen. Fördernd ist es, Gehilfen ein…	The initial difficulty gives the impression of sublime success. Encouraging through persistence. You shouldn't do anything. It is helpful to…	Difficulty at the Beginning works supreme success, Furthering through perseverance. Nothing should be undertaken. It furthers one to appoint…	Primera línea poco alineada (Jaccard 30%). | Solapamiento léxico bajo MT↔Baynes (14%).
4	judgment_oraculo	pair	40%	40%	moderate_align	Alineación moderada	Jugendtorheit hat Gelingen. Nicht ich suche den jungen Toren, der junge Tor sucht mich. Beim ersten Orakel gebe ich Auskunft. Fragt er zwei-…	Youthful folly succeeds. I'm not looking for the young fool, the young fool is looking for me. At the first oracle I give information. If he…	YOUTHFUL FOLLY has success. It is not I who seek the young fool; The young fool seeks me. At the first oracle I inform him. If he asks two o…	Primera línea alineada (Jaccard 40%). | Solapamiento léxico moderado MT↔Baynes (40%).
5	judgment_oraculo	pair	55%	20%	strong_align	Alineación fuerte	Das Warten. Wenn du wahrhaftig bist, so hast du Licht und Gelingen. Beharrlichkeit bringt Heil. Fördernd ist es, das große Wasser zu durchqu…	The waiting. If you are truthful, you have light and success. Perseverance brings salvation. It is beneficial to cross the big water.	WAITING. If you are sincere, You have light and success. Perseverance brings good fortune. It furthers one to cross the great water.	Primera línea poco alineada (Jaccard 20%). | Solapamiento léxico alto MT↔Baynes (55%).
6	judgment_oraculo	pair	31%	22%	moderate_align	Alineación moderada	Der Streit: Du bist wahrhaftig und wirst gehemmt. Sorgliches Innehalten auf halbem Weg bringt Heil. Zu Ende führen bringt Unheil. Fördernd i…	The argument: You are truthful and are inhibited. Carefully pausing halfway brings salvation. Completing it brings disaster. It is encouragi…	CONFLICT. You are sincere And are being obstructed. A cautious halt halfway brings good fortune. Going through to the end brings misfortune.…	Primera línea poco alineada (Jaccard 22%). | Solapamiento léxico moderado MT↔Baynes (31%).
7	judgment_oraculo	pair	50%	38%	strong_align	Alineación fuerte	Das Heer braucht Beharrlichkeit und einen starken Mann. Heil ohne Makel.	The army needs persistence and a strong man. Healing without blemish.	THE ARMY. The army needs perseverance And a strong man. Good fortune without blame.	Primera línea alineada (Jaccard 38%). | Solapamiento léxico alto MT↔Baynes (50%).
8	judgment_oraculo	pair	36%	29%	moderate_align	Alineación moderada	Das Zusammenhalten bringt Heil. Ergründe das Orakel nochmals, ob du Erhabenheit, Dauer und Beharrlichkeit hast; dann ist kein Makel da. Die …	Sticking together brings salvation. Investigate the oracle again, whether you have majesty, endurance and perseverance; then there is no fla…	HOLDING TOGETHER brings good fortune. Inquire of the oracle once again Whether you possess sublimity, constancy, and perseverance; Then ther…	Primera línea poco alineada (Jaccard 29%). | Solapamiento léxico moderado MT↔Baynes (36%).
9	judgment_oraculo	pair	53%	43%	strong_align	Alineación fuerte	Des Kleinen Zähmungskraft hat Gelingen. Dichte Wolken, kein Regen von unserm westlichen Gebiet.	The little one's taming power succeeds. Dense clouds, no rain from our western area.	THE TAMING POWER OF THE SMALL Has success. Dense clouds, no rain from our western region.	Primera línea alineada (Jaccard 43%). | Solapamiento léxico alto MT↔Baynes (53%).
10	judgment_oraculo	pair	29%	50%	moderate_align	Alineación moderada	Auftreten auf des Tigers Schwanz. Er beißt den Menschen nicht. Gelingen.	Occurring on the tiger's tail. He doesn't bite people. Succeed.	TREADING. Treading upon the tail of the tiger. It does not bite the man. Success.	Primera línea alineada (Jaccard 50%). | Solapamiento léxico moderado MT↔Baynes (29%).
11	judgment_oraculo	pair	13%	22%	weak_align	Alineación débil	Der Friede. Das Kleine geht hin, das Große kommt her. Heil! Gelingen!	The peace. The little goes, the big comes here. Unhurt! Succeed!	PEACE. The small departs, The great approaches. Good fortune. Success.	Primera línea poco alineada (Jaccard 22%). | Solapamiento léxico bajo MT↔Baynes (13%).
12	judgment_oraculo	pair	23%	0%	weak_align	Alineación débil	Die Stockung. Schlechte Menschen sind nicht fördernd für die Beharrlichkeit des Edlen. Das Große geht hin, das Kleine kommt herbei.	The stagnation. Bad people are not supportive for the perseverance of the noble. The big goes, the small comes.	STANDSTILL. Evil people do not further The perseverance of the superior man. The great departs; the small approaches.	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico moderado MT↔Baynes (23%).
13	judgment_oraculo	pair	30%	11%	moderate_align	Alineación moderada	Gemeinschaft mit Menschen im Freien: Gelingen. Fördernd ist es, das große Wasser zu durchqueren. Fördernd ist des Edlen Beharrlichkeit.	Community with people outdoors: Success. It is beneficial to cross the big water. The perseverance of the noble is beneficial.	FELLOWSHIP WITH MEN in the open. Success. It furthers one to cross the great water. The perseverance of the superior man furthers.	Primera línea poco alineada (Jaccard 11%). | Solapamiento léxico moderado MT↔Baynes (30%).
14	judgment_oraculo	pair	25%	14%	moderate_align	Alineación moderada	Der Besitz von Großem: Erhabenes Gelingen.	The Possession of Greatness: Sublime Success.	POSSESSION IN GREAT MEASURE. Supreme success.	Primera línea poco alineada (Jaccard 14%). | Solapamiento léxico moderado MT↔Baynes (25%).
15	judgment_oraculo	pair	21%	50%	weak_align	Alineación débil	Bescheidenheit schafft Gelingen. Der Edle bringt zu Ende.	Humility creates success. The noble one brings to an end.	MODESTY creates success. The superior man carries things through.	Primera línea alineada (Jaccard 50%). | Solapamiento léxico moderado MT↔Baynes (21%).
16	judgment_oraculo	pair	21%	14%	weak_align	Alineación débil	Die Begeisterung. Fördernd ist es, Gehilfen einzusetzen und Heere marschieren zu lassen.	The enthusiasm. It is encouraging to use assistants and to march armies.	ENTHUSIASM. It furthers one to install helpers And to set armies marching.	Primera línea poco alineada (Jaccard 14%). | Solapamiento léxico moderado MT↔Baynes (21%).
17	judgment_oraculo	pair	8%	14%	divergent	Divergente	Die Nachfolge hat erhabenes Gelingen. Fördernd ist Beharrlichkeit. Kein Makel.	The succession is a sublime success. Persistence is beneficial. No flaw.	FOLLOWING has supreme success. Perseverance furthers. No blame.	Primera línea poco alineada (Jaccard 14%). | Solapamiento léxico bajo MT↔Baynes (8%).
18	judgment_oraculo	pair	52%	22%	strong_align	Alineación fuerte	Die Arbeit am Verdorbenen hat erhabenes Gelingen. Fördernd ist es, das große Wasser zu durchqueren. Vor dem Anfangspunkt drei Tage, nach dem…	The work on the corrupt has sublime success. It is beneficial to cross the big water. Before the starting point three days, three days after…	WORK ON WHAT HAS BEEN SPOILED Has supreme success. It furthers one to cross the great water. Before the starting point, three days. After th…	Primera línea poco alineada (Jaccard 22%). | Solapamiento léxico alto MT↔Baynes (52%).
19	judgment_oraculo	pair	42%	14%	moderate_align	Alineación moderada	Die Annäherung hat erhabenes Gelingen. Fördernd ist Beharrlichkeit. Kommt der achte Monat, so gibt's Unheil.	The rapprochement is a sublime success. Persistence is beneficial. When the eighth month comes, there will be disaster.	APPPROACH has supreme success. Perseverance furthers. When the eighth month comes, There will be misfortune.	Primera línea poco alineada (Jaccard 14%). | Solapamiento léxico moderado MT↔Baynes (42%).
20	judgment_oraculo	pair	58%	14%	strong_align	Alineación fuerte	Die Betrachtung. Die Waschung ist geschehen, aber noch nicht die Darbringung. Vertrauensvoll blicken sie zu ihm auf.	The consideration. The ablution has taken place, but not yet the offering. They look up at him with trust.	CONTEMPLATION. The ablution has been made, But not yet the offering. Full of trust they look up to him.	Primera línea poco alineada (Jaccard 14%). | Solapamiento léxico alto MT↔Baynes (58%).
