section	hex	field	classification	de_preview	baynes_preview
oracle	11	image	translation_pair	Himmel und Erde vereinigen sich: das Bild des Friedens. So teilt und vollendet der Herrscher Den Lauf von Himmel und Erd…	Heaven and earth unite: the image of PEACE. Thus the ruler Divides and completes the course of heaven and earth; He furt…
oracle	11	line:1	translation_pair	Zieht man Bandgras aus, so geht der Rasen mit. Jeder nach seiner Art. Unternehmungen bringen Heil. In Zeiten der Blüte z…	When ribbon grass is pulled up, the sod comes with it. Each according to his kind. Undertakings bring good fortune.
oracle	11	line:2	translation_pair	Die Ungebildeten in Milde tragen, Entschlossen den Fluß durchschreiten, Das Ferne nicht vernachlässigen, Die Genossen ni…	Bearing with the uncultured in gentleness, Fording the river with resolution, Not neglecting what is distant, Not regard…
oracle	11	line:3	translation_pair	Keine Ebene, auf die nicht ein Abhang folgt, 1 Denselben Gedanken hat Goethe ausgedrückt in den Versen: Dich im Unendlic…	No plain not followed by a slope. No going not followed by a return. He who remains persevering in danger Is without bla…
oracle	11	line:4	translation_pair	Er flattert hernieder, nicht pochend auf Reichtum, Zusammen mit seinem Nächsten, arglos und wahrhaftig. In Zeiten gegens…	He flutters down, not boasting of his wealth, Together with his neighbor, Guileless and sincere.
oracle	11	line:5	translation_pair	Der Herrscher I gibt seine Tochter in die Ehe. Das bringt Segen und erhabenes Heil! Der Herrscher I ist Tang, der Vollen…	The sovereign I Gives his daughter in marriage. This brings blessing And supreme good fortune.
oracle	11	line:6	translation_pair	Der Wall fällt wieder in den Graben. Jetzt brauche keine Heere. In der eigenen Stadt verkünde deine Befehle. Beharrlichk…	The wall falls back into the moat. Use no army now. Make your commands known within your own town. Perseverance brings h…
ten_wings	11	judgment_ten_wings	translation_pair	Der Friede: ""Das Kleine geht hin, das Große kommt her. Heil! Gelingen!"" Auf diese Weise vereinigen sich Himmel und Erde,…	This hexagram denotes a time in nature when heaven seems to be on earth. Heaven has placed itself beneath the earth, and…
ten_wings	11	image_ten_wings	translation_pair	Himmel und Erde vereinigen sich: das Bild des Friedens. So teilt und vollendet der Herrscher den Lauf von Himmel und Erd…	Heaven and earth are in contact and combine their influences, producing a time of universal flowering and prosperity. Th…
ten_wings	11	line:1_ten_wings	translation_pair	Zieht man Bandgras aus... Unternehmungen bringen Heil."" Der Wille ist nach außen gerichtet. Die drei Striche des unteren…	In times of prosperity every able man called to fill an office draws like-minded people along with him, just as in pulli…
ten_wings	11	line:2_ten_wings	translation_pair	Die Ungebildeten in Milde tragen... So mag man es fertig bringen, in der Mitte zu wandeln"", weil das Licht groß ist. Das…	In times of prosperity it is important above all to possess enough greatness of soul to bear with imperfect people. For …
ten_wings	11	line:3_ten_wings	translation_pair	Kein Hingang, auf den nicht die Wiederkehr folgt"": das ist die Grenze von Himmel und Erde. Der Strich ist in der Mitte d…	Everything on earth is subject to change. Prosperity is followed by decline: this is the eternal law on earth. Evil can …
ten_wings	11	line:4_ten_wings	translation_pair	""Er flattert hernieder, nicht pochend auf Reichtum"", alle haben sie das Wirkliche verloren. ,,Arglos und wahrhaftig"", im…	In times of mutual confidence, people of high rank come in close contact with the lowly quite simply and without boastin…
ten_wings	11	line:5_ten_wings	translation_pair	Das bringt Segen und erhabenes Heil"", weil er zentral ist in der Ausführung dessen, was er wünscht. Das Kernzeichen Dsch…	The sovereign I is T'ang the Completer. By his decree the imperial princesses, although higher in rank than their husban…
ten_wings	11	line:6_ten_wings	translation_pair	""Der Wall fällt wieder in den Graben."" Seine Ordnungen geraten in Verwirrung. Die Erde auf dem höchsten Platz deutet den…	The change alluded to in the middle of the hexagram has begun to take place. The wall of the town sinks back into the mo…
ten_wings	11	sequence	de_only	Sitte und Zufriedenheit, dann herrscht Ruhe, darum folgt darauf das Zeichen ""der Friede"". Friede bedeutet Verbindung, Zu…	
oracle	12	intro	translation_pair	12. PI / DIE STOCKUNG oben Kiän, das Schöpferische, der Himmel unten Kun, das Empfangende, die Erde as Zeichen ist das g…	This hexagram is the opposite of the preceding one. Heaven is above, drawing farther and farther away, while the earth b…
oracle	12	judgment	translation_pair	Die Stockung. Schlechte Menschen sind nicht fördernd Für die Beharrlichkeit des Edlen. Das Große geht hin, das Kleine ko…	STANDSTILL. Evil people do not further The perseverance of the superior man. The great departs; the small approaches.
oracle	12	image	translation_pair	Himmel und Erde vereinigen sich nicht: das Bild der Stockung. So zieht sich der Edle auf seinen innern Wert zurück, Um d…	Heaven and earth do not unite: The image of STANDSTILL. Thus the superior man falls back upon his inner worth In order t…
oracle	12	line:1	translation_pair	Zieht man Bandgras aus, so geht der Rasen mit. Jeder nach seiner Art. Beharrlichkeit bringt Heil und Gelingen. Der Text …	When ribbon grass is pulled up, the sod comes with it. Each according to his kind. Perseverance brings good fortune and …
oracle	12	line:2	translation_pair	Sie tragen und dulden, das bedeutet für die Gemeinen Heil. Dem großen Mann dient die Stockung zum Gelingen. Die Gemeinen…	They bear and endure; This means good fortune for inferior people. The standstill serves to help the great man to attain…
oracle	12	line:3	translation_pair	Sie tragen Scham. Die Gemeinen, die auf unrechtmäßige Weise emporgekommen sind, fühlen sich der Verantwortung, die sie a…	They bear shame.
oracle	12	line:4	translation_pair	Wer auf Befehl des Höchsten wirkt, bleibt ohne Makel. Die Gleichgesinnten genießen des Segens. Die Zeit der Stockung nah…	He who acts at the command of the highest Remains without blame. Those of like mind partake of the blessing.
oracle	12	line:5	translation_pair	Die Stockung läßt nach. Dem großen Manne Heil! Wenn es mißlänge, wenn es mißlänge!"" "" Dadurch bindet er es an ein Bündel…	Standstill is giving way. Good fortune for the great man. ""What if it should fail, what if it should fail?"" In this way …
oracle	12	line:6	translation_pair	Die Stockung hört auf. Erst Stockung, dann Heil! Die Stockung dauert nicht ewig. Allerdings hört sie nicht von selber au…	The standstill comes to an end. First standstill, then good fortune.
ten_wings	12	judgment_ten_wings	translation_pair	""Schlechte Menschen der Stockungszeit sind nicht fördernd für die Beharrlichkeit des Edlen. Das Große geht hin, das Klei…	Heaven and earth are out of communion and all things are benumbed. What is above has no relation to what is below, and o…
ten_wings	12	image_ten_wings	translation_pair	Himmel und Erde vereinigen sich nicht: das Bild der Stockung. So zieht sich der Edle auf seinen inneren Wert zurück, um …	When, owing to the influence of inferior men, mutual mistrust prevails in public life, fruitful activity is rendered imp…
ten_wings	12	line:1_ten_wings	translation_pair	Zieht man Bandgras aus... Beharrlichkeit bringt Heil."" Der Wille ist auf den Herrn gerichtet. Hier beim Einzelstrich sin…	The text is almost the same as that of the first line of the preceding hexagram, but with a contrary meaning. In the lat…
ten_wings	12	line:2_ten_wings	translation_pair	Dem großen Mann dient die Stockung zum Gelingen."" Er verwirrt nicht die Scharen. Die Gemeinen halten sich zuvorkommend a…	Inferior people are ready to flatter their superiors in a servile way. They would also endure the superior man if he wou…
ten_wings	12	line:3_ten_wings	translation_pair	Sie tragen Scham"", weil der Platz nicht der rechte ist. Die Drei ist schwach auf starkem Platz des Übergangs. Das ist ni…	Inferior people who have risen to power illegitimately do not feel equal to the responsibility they have taken upon them…
ten_wings	12	line:4_ten_wings	translation_pair	Wer auf Befehl des Höchsten wirkt, bleibt ohne Makel."" Der Wille geschieht. Die Mitte der Stockung ist überschritten. Di…	The time of standstill is nearing the point of change into its opposite. Whoever wishes to restore order must feel himse…
ten_wings	12	line:5_ten_wings	translation_pair	Die Stockung läßt nach. Dem großen Manne Heil! ""Wenn es mißlänge, wenn es mißlänge!"" Daher bindet er es an ein Bündel vo…	The time undergoes a change. The right man, able to restore order, has arrived. Hence ""Good fortune."" But such periods o…
ten_wings	12	line:6_ten_wings	translation_pair	Wenn die Stockung zu Ende kommt, so hört sie auf. Man darf sie nicht dauernd festhalten wollen. Hier ist das Ende erreic…	The standstill does not last forever. However, it does not cease of its own accord; the right man is needed to end it. T…
ten_wings	12	sequence	de_only	Die Dinge können nicht dauernd in Verbindung sein, darum folgt darauf das Zeichen: die Stockung. Das Zeichen ist die Umk…	
oracle	13	intro	translation_pair	13. TUNG JEN GEMEINSCHAFT MIT MENSCHEN oben Kiän, das Schöpferische, der Himmel unten Li, das Haftende, die Flamme as Bi…	The image of the upper trigram Ch'ien is heaven, and that of the lower, Li, is flame. It is the nature of fire to flame …
oracle	13	judgment	translation_pair	Gemeinschaft mit Menschen im Freien: Gelingen. Fördernd ist es, das große Wasser zu durchqueren. Fördernd ist des Edlen …	FELLOWSHIP WITH MEN in the open. Success. It furthers one to cross the great water. The perseverance of the superior man…
oracle	13	image	translation_pair	Himmel zusammen mit Feuer: Das Bild der Gemeinschaft mit Menschen. So gliedert der Edle die Stämme und unterscheidet die…	Heaven together with fire: The image of FELLOWSHIP WITH MEN. Thus the superior man organizes the clans And makes distinc…
oracle	13	line:1	translation_pair	Gemeinschaft mit Menschen im Tore. Kein Makel. Der Beginn einer Vereinigung von Menschen soll vor der Tür stattfinden. A…	Fellowship with men at the gate. No blame.
oracle	13	line:2	translation_pair	Gemeinschaft mit Menschen im Klan: Beschämung. Hier ist die Gefahr einer Sonderpartei auf Grund von persönlichen und sel…	Fellowship with men in the clan. Humiliation.
oracle	13	line:3	translation_pair	Versteckt Waffen im Dickicht, Steigt auf den hohen Hügel davor. Drei Jahre lang erhebt er sich nicht. Hier ist die Gemei…	He hides weapons in the thicket; He climbs the high hill in front of it. For three years he does not rise up.
oracle	13	line:4	translation_pair	Er steigt auf seine Mauer, er kann nicht angreifen. Heil! Hier rückt die Versöhnung nach der Entzweiung näher. Zwar sind…	He climbs up on his wall; he cannot attack. Good fortune.
oracle	13	line:5	translation_pair	Die gemeinsamen Menschen weinen erst und klagen, Aber nachher lachen sie. Nach großen Kämpfen gelingt es ihnen, sich zu …	Men bound in fellowship first weep and lament, But afterward they laugh. After great struggles they succeed in meeting.
oracle	13	line:6	translation_pair	Gemeinschaft mit Menschen auf dem Anger: Keine Reue. Es fehlt hier der warme Anschluß des Herzens. Man steht eigentlich …	Fellowship with men in the meadow. No remorse.
ten_wings	13	judgment_ten_wings	translation_pair	Gemeinschaft mit Menschen. Das Weiche findet seinen Platz, findet die Mitte, und es entspricht ihm das Schöpferische: da…	True fellowship among men must be based upon a concern that is universal. It is not the private interests of the individ…
ten_wings	13	image_ten_wings	translation_pair	Der Himmel zusammen mit Feuer: das Bild der Gemeinschaft mit Menschen. So gliedert der Edle die Stämme und unter- scheid…	Heaven has the same direction of movement as fire, yet it is different from fire. Just as the luminaries in the sky serv…
ten_wings	13	line:1_ten_wings	translation_pair	Aus dem Tore gehen, um mit Menschen Gemeinschaft zu machen, wer sollte dabei einen Makel finden? Der Anfangsstrich ist l…	The beginning of union among people should take place before the door. All are equally close to one another. No divergen…
ten_wings	13	line:2_ten_wings	translation_pair	""Gemeinschaft mit Menschen im Klan"" ist der Weg zur Beschämung. Klan ist Partei, Gemeinschaft auf Grund von Gleichartigk…	There is danger here of formation of a separate faction on the basis of personal and egotistic interests. Such factions,…
ten_wings	13	line:3_ten_wings	translation_pair	Versteckt Waffen im Dickicht"", denn er hatte einen Harten zum Gegner. ,,Drei Jahre lang erhebt er sich nicht."" Wie sollt…	Here fellowship has changed about to mistrust. Each man distrusts the other, plans a secret ambush, and seeks to spy on …
ten_wings	13	line:4_ten_wings	translation_pair	Er steigt auf seine Mauer."" Es liegt im Sinne der Lage, daß er nichts machen kann. Sein Heil besteht darin, daß er in Be…	Here the reconciliation that follows quarrel moves nearer. It is true that there are still dividing walls on which we st…
ten_wings	13	line:5_ten_wings	translation_pair	Der Anfang der gemeinsamen Menschen ist zentral und gerade. ,,Nach großen Kämpfen gelingt es ihnen, sich zu treffen"", da…	Two people are outwardly separated, but in their hearts they are united. They are kept apart by their positions in life.…
ten_wings	13	line:6_ten_wings	translation_pair	Gemeinschaft mit Menschen auf dem Anger."" Der Wille ist noch nicht befriedigt. Kiän bedeutet den Anger vor der Stadt. De…	The warm attachment that springs from the heart is lacking here. We are by this time actually outside of fellowship with…
ten_wings	13	sequence	de_only	Die Dinge können nicht immer stocken. Darum folgt darauf das Zeichen: Gemeinschaft mit Menschen.	
oracle	14	intro	translation_pair	​14. DA YU / DER BESITZ VON GROSSEM oben Li, das Haftende, die Flamme unten Kiän, das Schöpferische, der Himmel Das as F…	The fire in heaven above shines far, and all things stand out in the light and become manifest. The weak fifth line occu…
oracle	14	judgment	translation_pair	Der Besitz von Großem: Erhabenes Gelingen! Die beiden Urzeichen zeigen an, daß Kraft und Klarheit sich vereinigen. Der B…	POSSESSION IN GREAT MEASURE. Supreme success.
oracle	14	image	translation_pair	Das Feuer am Himmel oben: Das Bild des Besitzes von Großem. So hemmt der Edle das Böse und fördert das Gute Und gehorcht…	Fire in heaven above: The image of POSSESSION IN GREAT MEASURE. Thus the superior man curbs evil and furthers good, And …
oracle	14	line:1	translation_pair	Keine Beziehung zu Schädlichem, das ist nicht ein Makel. Bleibt man der Schwierigkeit bewußt, So bleibt man ohne Makel. …	No relationship with what is harmful; There is no blame in this. If one remains conscious of difficulty, One remains wit…
oracle	14	line:2	translation_pair	Ein großer Wagen zum Beladen. Man mag etwas unternehmen. Kein Makel. Großer Besitz besteht nicht allein in der Menge der…	A big wagon for loading. One may undertake something. No blame.
oracle	14	line:3	translation_pair	Ein Fürst bringt ihn dem Sohn des Himmels dar. Ein kleiner Mensch kann das nicht. Es ist die Sache eines hochherzigen, f…	A prince offers it to the Son of Heaven. A petty man cannot do this.
oracle	14	line:4	translation_pair	Er macht einen Unterschied Zwischen sich und seinem Nächsten. Kein Makel. Es ist eine Stellung gekennzeichnet, die zwisc…	He makes a difference Between himself and his neighbor. No blame.
oracle	14	line:5	translation_pair	Wessen Wahrheit umgänglich ist und doch würdig, Der hat Heil. Die Lage ist sehr günstig. Ohne äußeren Zwang, nur infolge…	He whose truth is accessible, yet dignified, Has good fortune.
oracle	14	line:6	translation_pair	Vom Himmel her wird er gesegnet, Heil! Nichts, das nicht fördernd ist. Es ist hier vom Besitz derselbe Grundsatz ausgesp…	He is blessed by heaven. Good fortune. Nothing that does not further.
ten_wings	14	judgment_ten_wings	translation_pair	Der Besitz von Großem: Das Weiche erhält den geehrten Platz in der großen Mitte, und Obere und Untere entsprechen ihm. D…	The two trigrams indicate that strength and clarity unite. Possession in great measure is determined by fate and accords…
ten_wings	14	image_ten_wings	translation_pair	Das Feuer am Himmel oben: Das Bild des Besitzes von Gro- Bem. So hemmt der Edle das Böse und fördert das Gute und gehorc…	The sun in heaven above, shedding light over everything on earth, is the image of possession on a grand scale. But a pos…
ten_wings	14	line:1_ten_wings	translation_pair	Wenn die Anfangsneun des Besitzes von Großem keine Be- ziehungen hat, so ist das auch schädlich. Das obere Zeichen Li be…	Great possession that is still in its beginnings and that has not yet been challenged brings no blame, since there has b…
ten_wings	14	line:2_ten_wings	translation_pair	Ein großer Wagen zum Beladen."" Sammeln in der Mitte, so kommt kein Schaden. J Kiän ist das Bild eines Rades und großen W…	Great possession consists not only in the quantity of goods at one's disposal, but, first and foremost, in their mobilit…
ten_wings	14	line:3_ten_wings	translation_pair	Ein Fürst bringt ihn dem Sohn des Himmels dar."" Ein kleiner Mensch schadet sich. Der Strich ist stark und korrekt und ha…	A magnanimous, liberal-minded man should not regard what he possesses as his exclusive personal property, but should pla…
ten_wings	14	line:4_ten_wings	translation_pair	Er macht einen Unterschied zwischen sich und seinem Näch- sten. Kein Makel."" Er ist klar, unterscheidend und verständig.…	This characterizes the position of a man placed among rich and powerful neighbors. It is a dangerous position. He must l…
ten_wings	14	line:5_ten_wings	translation_pair	Wessen Wahrheit umgänglich ist."" Durch seine Zuverlässig- keit entfacht er den Willen der andern. Das Heil der Würde kom…	The situation is very favorable. People are being won not by coercion but by unaffected sincerity, so that they are atta…
ten_wings	14	line:6_ten_wings	translation_pair	Der obere Platz des Besitzes von Großem hat Heil, das kommt davon, daß er vom Himmel gesegnet wird. Die fünf Yangstriche…	In the fullness of possession and at the height of power, one remains modest and gives honor to the sage who stands outs…
ten_wings	14	sequence	de_only	Durch Gemeinschaft mit Menschen fallen einem die Dinge sicher zu. Darum folgt darauf das Zeichen: Der Besitz von Großem.	
oracle	15	intro	translation_pair	15. KIAN / DIE BESCHEIDENHEIT oben Kun, das Empfangende, die Erde unten Gen, das Stillehalten, der Berg Das jüngste Sohn…	This hexagram is made up of the trigrams Kên, Keeping Still, mountain, and K'un. The mountain is the youngest son of the…
oracle	15	judgment	translation_pair	Bescheidenheit schafft Gelingen. Der Edle bringt zu Ende. Das Gesetz des Himmels macht das Volle leer und füllt das Besc…	MODESTY creates success. The superior man carries things through.
oracle	15	image	translation_pair	Inmitten der Erde ist ein Berg: das Bild der Bescheidenheit. So verringert der Edle, was zu viel ist, Und vermehrt, was …	Within the earth, a mountain: The image of MODESTY. Thus the superior man reduces that which is too much, And augments t…
oracle	15	line:1	translation_pair	Ein bescheiden-bescheidener Edler Mag das große Wasser durchqueren. Heil! Eine gefährliche Unternehmung wie das Durchque…	A superior man modest about his modesty May cross the great water. Good fortune.
oracle	15	line:2	translation_pair	Fest wie ein Stein. Kein ganzer Tag. Beharrlichkeit bringt Heil. voll-a Es wird hier jemand gezeichnet, der sich von kei…	Modesty that comes to expression. Perseverance brings good fortune.
oracle	15	line:3	translation_pair	Ein verdienstvoll-bescheidener Edler bringt zu Ende. Heil! Hier ist das Zentrum des Zeichens, wo sein Geheimnis ausgespr…	A superior man of modesty and merit Carries things to conclusion. Good fortune.
oracle	15	line:4	translation_pair	Nichts, das nicht fördernd wäre Für Bescheidenheit in der Bewegung. Alles hat sein Maß. Auch die Bescheidenheit im Beneh…	Nothing that would not further modesty In movement.
oracle	15	line:5	translation_pair	Nicht pochen auf Reichtum seinem Nächsten gegenüber. Fördernd ist es, mit Gewalt anzugreifen. Nichts, das nicht fördernd…	No boasting of wealth before one's neighbor. It is favorable to attack with force. Nothing that would not further.
oracle	15	line:6	translation_pair	Verblendete Begeisterung. Crunchterun Aber wenn man nach der Vollendung zur Anderung kommt, aus falshe wen Beckstrom So …	Modesty that comes to expression. It is favorable to set armies marching To chastise one's own city and one's country.
ten_wings	15	judgment_ten_wings	translation_pair	Bescheidenheit schafft Gelingen; denn der Weg des Himmels ist es, nach unten zu wirken und Licht und Helle zu schaffen. …	It is the law of heaven to make fullness empty and to make full what is modest; when the sun is at its zenith, it must, …
ten_wings	15	image_ten_wings	translation_pair	Inmitten der Erde ist ein Berg: das Bild der Bescheidenheit. So verringert der Edle, was zu viel ist, und vermehrt, was …	The wealth of the earth in which a mountain is hidden is not visible to the eye, because the depths are offset by the he…
ten_wings	15	line:1_ten_wings	translation_pair	Ein bescheiden-bescheidener Edler ist niedrig, um sich sehr zu hüten. Die doppelte Bescheidenheit ist durch die doppelte…	A dangerous enterprise, such as the crossing of a great stream, is made much more difficult if many claims and considera…
ten_wings	15	line:2_ten_wings	translation_pair	Ein verdienstvoll-bescheidener Edler"": alles Volk fügt sich ihm. Das Zeichen Gen, Berg, ist das Zeichen, wo Ende und Anf…	""Out of the fullness of the heart the mouth speaketh."" When a man's attitude of mind is so modest that this expresses it…
ten_wings	15	line:3_ten_wings	translation_pair	Ein verdienstvoll-bescheidener Edler"": alles Volk fügt sich ihm. Das Zeichen Gen, Berg, ist das Zeichen, wo Ende und Anf…	This is the center of the hexagram, where its secret is disclosed. A distinguished name is readily earned by great achie…
ten_wings	15	line:4_ten_wings	translation_pair	Nichts, das nicht fördernd wäre für Bescheidenheit in der Bewegung."" Er übertritt die Regel nicht. Der Strich, weich auf…	Everything has its proper measure. Even modesty in behavior can be carried too far. Here, however, it is appropriate, be…
ten_wings	15	line:5_ten_wings	translation_pair	""Fördernd ist es, mit Gewalt anzugreifen"", um die Unfügsamen zu züchtigen. Der Strich ist zentral und an geehrtem Platz,…	Modesty is not to be confused with weak good nature that lets things take their own course. When a man holds a responsib…
ten_wings	15	line:6_ten_wings	translation_pair	Sich äußernde Bescheidenheit."" Die Absicht ist noch nicht erreicht. Man mag Heere marschieren lassen, eben um die eigene…	A person who is really sincere in his modesty must make it show in reality. He must proceed with great energy in this. W…
ten_wings	15	sequence	de_only	Wer Großes besitzt, darf es nicht zu voll machen, darum folgt Bescheren darauf das Zeichen: die Bescheidenheit. best	
oracle	16	intro	translation_pair	16. YU / DIE BEGEISTERUNG oben Dschen, das Erregende, der Donner unten Kun, das Empfangende, die Erde ie starke Linie au…	The strong line in the fourth place, that of the leading official, meets with response and obedience from all the other …
oracle	16	judgment	translation_pair	Die Begeisterung. Fördernd ist es, Gehilfen einzusetzen und Heere marschieren zu lassen. Die Zeit der Begeisterung beruh…	ENTHUSIASM. It furthers one to install helpers And to set armies marching.
oracle	16	image	translation_pair	Der Donner kommt aus der Erde hervorgetönt: Das Bild der Begeisterung. So machten die alten Könige Musik, Um die Verdien…	Thunder comes resounding out of the earth: The image of ENTHUSIASM. Thus the ancient kings made music In order to honor …
oracle	16	line:1	translation_pair	Begeisterung, die sich äußert, bringt Unheil. Jemand in untergeordneter Stellung hat vornehme Beziehungen, deren er sich…	Enthusiasm that expresses itself Brings misfortune.
oracle	16	line:2	translation_pair	Fest wie ein Stein. Kein ganzer Tag. Beharrlichkeit bringt Heil. Es wird hier jemand gezeichnet, der sich von keinen Ill…	Firm as a rock. Not a whole day. Perseverance brings good fortune.
oracle	16	line:3	translation_pair	Nach oben blickende Begeisterung schafft Reue. Zögern bringt Reue. Es ist hier das Gegenteil der vorigen Linie; dort Sel…	Enthusiasm that looks upward creates remorse. Hesitation brings remorse.
oracle	16	line:4	translation_pair	Der Ursprung der Begeisterung. Er erreicht Großes. Zweifle nicht. Die Freunde scharen sich um dich wie um eine Haarspang…	The source of enthusiasm. He achieves great things. Doubt not. You gather friends around you As a hair clasp gathers the…
oracle	16	line:5	translation_pair	Beharrlich krank und stirbt doch immer nicht. Die Begeisterung wird hier verhindert. Man befindet sich unter dauerndem D…	Persistently ill, and still does not die.
oracle	16	line:6	translation_pair	Verblendete Begeisterung. Aber wenn man nach der Vollendung zur Anderung kommt, So ist das kein Makel. Wenn man sich von…	Deluded enthusiasm. But if after completion one changes, There is no blame.
ten_wings	16	judgment_ten_wings	translation_pair	Begeisterung. Das Feste findet Entsprechung, und sein Wille geschieht. Hingebung an die Bewegung: das ist Begeisterung. …	The time of ENTHUSIASM derives from the fact that there is at hand an eminent man who is in sympathy with the spirit of …
ten_wings	16	image_ten_wings	translation_pair	Dschen ist der Laut des Donners, von dem die Bewegungen des wieder- erwachenden Lebens begleitet sind. Dieser Laut ist d…	When, at the beginning of summer, thunder—electrical energy—comes rushing forth from the earth again, and the first thun…
ten_wings	16	line:1_ten_wings	translation_pair	Die Anfangssechs äußert ihre Begeisterung; das bringt das Unheil, daß der Wille gehemmt wird. Der Strich entspricht der …	A man in an inferior position has aristocratic connections about which he boasts enthusiastically. This arrogance inevit…
ten_wings	16	line:2_ten_wings	translation_pair	Kein ganzer Tag. Beharrlichkeit bringt Heil"", weil er zentral und korrekt ist. Der Strich ist am untersten Platz des Ker…	This describes a person who does not allow himself to be misled by any illusions. While others are letting themselves be…
ten_wings	16	line:3_ten_wings	translation_pair	""Nach oben blickende Begeisterung schafft Reue"", weil der Platz nicht der gebührende ist. Der Strich ist schwach auf sta…	This line is the opposite of the preceding one: the latter bespeaks self-reliance, while here there is enthusiastic look…
ten_wings	16	line:4_ten_wings	translation_pair	Der Ursprung der Begeisterung. Er erreicht Großes."" Sein Wille geschieht im Großen. Der Strich ist am Beginn des Zeichen…	This describes a man who is able to awaken enthusiasm through his own sureness and freedom from hesitation. He attracts …
ten_wings	16	line:5_ten_wings	translation_pair	Die beständige Krankheit der Sechs auf fünftem Platz kommt daher, daß sie auf einem Harten beruht. Daß sie doch immer ni…	Here enthusiasm is obstructed. A man is under constant pressure, which prevents him from breathing freely. However, this…
ten_wings	16	line:6_ten_wings	translation_pair	Verblendete Begeisterung an oberer Stelle: wie könnte die dauern? Eine schwache Linie auf der Höhe der Begeisterung: das…	It is a bad thing for a man to let himself be deluded by enthusiasm. But if this delusion has run its course, and he is …
ten_wings	16	sequence	de_only	Wenn man Großes besitzt und bescheiden ist, so kommt sicher Berentes Begeisterung. Darum folgt darauf das Zeichen: die B…	
oracle	17	intro	translation_pair	17. SUI / DIE NACHFOLGE oben Dui, das Heitere, der See unten Dschen, das Erregende, der Donner Ob ben ist das Heitere, d…	The trigram Tui, the Joyous, whose attribute is gladness, is above; Chên, the Arousing, which has the attribute of movem…
oracle	17	judgment	translation_pair	Die Nachfolge hat erhabenes Gelingen. Fördernd ist Beharrlichkeit. Kein Makel. Um Nachfolge zu erreichen, muß man selbst…	FOLLOWING has supreme success. Perseverance furthers. No blame.
oracle	17	image	translation_pair	Inmitten des Sees ist der Donner: das Bild der Nachfolge. So kehrt der Edle zur Zeit des Abenddunkels Zu Erholung und Ru…	Thunder in the middle of the lake: The image of FOLLOWING. Thus the superior man at nightfall Goes indoors for rest and …
oracle	17	line:1	translation_pair	Das Maßgebende ändert sich. Beharrlichkeit bringt Heil. Zur Tür hinausgehen im Verkehr schafft Werke. Es gibt Ausnahmezu…	The standard is changing. Perseverance brings good fortune. To go out of the door in company Produces deeds.
oracle	17	line:2	translation_pair	Hängt man sich an den kleinen Knaben, So verliert man den starken Mann. Bei Freundschaft und engen Beziehungen muß man i…	If one clings to the little boy, One loses the strong man.
oracle	17	line:3	translation_pair	Hängt man dem starken Mann an, So verliert man den kleinen Knaben. Durch Nachfolge findet man, was man sucht. Fördernd i…	If one clings to the strong man, One loses the little boy. Through following one finds what one seeks. It furthers one t…
oracle	17	line:4	translation_pair	Die Nachfolge schafft Erfolg. Beharrlichkeit bringt Unheil. Mit Wahrhaftigkeit auf dem Weg zu wandeln, bringt Klarheit. …	Following creates success. Perseverance brings misfortune. To go one's way with sincerity brings clarity. How could ther…
oracle	17	line:5	translation_pair	Wahrhaft im Guten. Heil! Jeder Mensch muß etwas haben, dem er nachfolgt, das ihm als Leitstern dient. Wer dem Schönen un…	Sincere in the good. Good fortune.
oracle	17	line:6	translation_pair	Er findet feste Anhänglichkeit und wird noch dazu gebunden. Der König stellt ihn dem Westberg vor. Es handelt sich um ei…	He meets with firm allegiance And is still further bound. The king introduces him To the Western Mountain.
ten_wings	17	judgment_ten_wings	translation_pair	Die Nachfolge. Das Feste kommt und stellt sich unter das Weiche. Bewegung und Heiterkeit: die Nachfolge. Großes Gelingen…	In order to obtain a following one must first know how to adapt oneself. If a man would rule he must first learn to serv…
ten_wings	17	image_ten_wings	translation_pair	Inmitten des Sees ist der Donner: Das Bild der Nachfolge. So kehrt der Edle zur Zeit des Abenddunkels zu Erholung und Ru…	In the autumn electricity withdraws into the earth again and rests. Here it is the thunder in the middle of the lake tha…
ten_wings	17	line:1_ten_wings	translation_pair	Das Maßgebende ändert sich."" Dem Korrekten folgen bringt Heil. ""Zur Tür hinausgehen im Verkehr schafft Werke."" Man verli…	There are exceptional conditions in which the relation between leader and followers changes. It is implicit in the idea …
ten_wings	17	line:2_ten_wings	translation_pair	Hängt man sich an den kleinen Knaben"": Man kann nicht mit beiden zugleich sein. Der kleine Knabe ist die schwache Sechs …	In friendships and close relationships an individual must make a careful choice. He surrounds himself either with good o…
ten_wings	17	line:3_ten_wings	translation_pair	Hängt man dem starken Mann an"", so läßt der Wille den Unteren fahren. Hier ist der kleine Knabe die Sechs auf zweitem Pl…	When the right connection with distinguished people has been found, a certain loss naturally ensues. A man must part com…
ten_wings	17	line:4_ten_wings	translation_pair	Die Nachfolge schafft Erfolg"": Das ist von unheilvoller Bedeutung. ,,Mit Wahrhaftigkeit auf dem Weg wandeln"": das bringt…	It often happens, when a man exerts a certain amount of influence, that he obtains a following by condescension toward i…
